cohort,delay_s,environment_id,environment_identity_status,eta_multiplier,fault_offset_s,fixture_status,fixture_version,fleet_n,group,handoff_s,llm_model,load_ratio,margin_s,method,mode,network_sha256,pair_id,planned_cell_id,proposer,reasoning_effort,reusable_anchor_cell_id,runtime_signature,scenario,scenario_family,seed,site_id,status,timeout_s,within_block_order
development,0,bb0d22ccdec803d9326f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,6e4822bd8db262f00653,DEV_CORE-3d03f86c5c5b182e,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270905,A,planned_not_executed,,
development,30,81bf3e95bb7262304ff3,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,c52fdec8a2971e5caf33,DEV_CORE-023ff090f33c7bb8,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270901,A,planned_not_executed,,
development,30,073d5325bf189af16369,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,b851cd5b5737a481f38b,DEV_CORE-91d5e2ef3dfefbd6,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270902,A,planned_not_executed,,
development,30,316aaa1e3b76f49e048d,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,3961deff57084d3e768c,DEV_CORE-ee5066c30496a56b,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270903,A,planned_not_executed,,
development,30,a40853f5f423d956bfb4,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,9a9a7443638c04307bd9,DEV_CORE-0974eecd5fe00519,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270904,A,planned_not_executed,,
development,30,bb0d22ccdec803d9326f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,4cc5ba067cd1c7aadb7c,DEV_CORE-8cc9bb9b9d8d2488,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270905,A,planned_not_executed,,
development,30,81bf3e95bb7262304ff3,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,c52fdec8a2971e5caf33,DEV_CORE-952ceaa9f8e5297d,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270901,A,planned_not_executed,,
development,30,073d5325bf189af16369,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,b851cd5b5737a481f38b,DEV_CORE-5a6f1c4e02a84130,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270902,A,planned_not_executed,,
development,30,316aaa1e3b76f49e048d,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,3961deff57084d3e768c,DEV_CORE-934f33654f996775,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270903,A,planned_not_executed,,
development,30,a40853f5f423d956bfb4,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,9a9a7443638c04307bd9,DEV_CORE-c13c039f7814d714,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270904,A,planned_not_executed,,
development,30,bb0d22ccdec803d9326f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,4cc5ba067cd1c7aadb7c,DEV_CORE-662563baeb433944,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270905,A,planned_not_executed,,
development,30,81bf3e95bb7262304ff3,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,c52fdec8a2971e5caf33,DEV_CORE-d450ac6eba3908bc,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270901,A,planned_not_executed,,
development,30,073d5325bf189af16369,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,b851cd5b5737a481f38b,DEV_CORE-7431c7b1217f3a6f,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270902,A,planned_not_executed,,
development,30,316aaa1e3b76f49e048d,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,3961deff57084d3e768c,DEV_CORE-77e8d484ea596aeb,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270903,A,planned_not_executed,,
development,30,a40853f5f423d956bfb4,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,9a9a7443638c04307bd9,DEV_CORE-9c19df188631369b,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270904,A,planned_not_executed,,
development,30,bb0d22ccdec803d9326f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,4cc5ba067cd1c7aadb7c,DEV_CORE-7a60ce13159bdf83,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270905,A,planned_not_executed,,
development,30,81bf3e95bb7262304ff3,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,c52fdec8a2971e5caf33,DEV_CORE-42b9b3891c7b34b7,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270901,A,planned_not_executed,,
development,30,073d5325bf189af16369,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,b851cd5b5737a481f38b,DEV_CORE-0cef3eaeddaac249,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270902,A,planned_not_executed,,
development,30,316aaa1e3b76f49e048d,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,3961deff57084d3e768c,DEV_CORE-c1632c9e1d089e0b,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270903,A,planned_not_executed,,
development,30,a40853f5f423d956bfb4,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,9a9a7443638c04307bd9,DEV_CORE-1ac77f68e4bf078c,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270904,A,planned_not_executed,,
development,30,bb0d22ccdec803d9326f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,4cc5ba067cd1c7aadb7c,DEV_CORE-34c49c5e293863ca,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270905,A,planned_not_executed,,
development,60,81bf3e95bb7262304ff3,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,30faeec19ba3354b5017,DEV_CORE-65ce08e3476bb2f5,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270901,A,planned_not_executed,,
development,60,073d5325bf189af16369,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,03c301017cbd8b212f07,DEV_CORE-ef6c0050ab3e0d78,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270902,A,planned_not_executed,,
development,60,316aaa1e3b76f49e048d,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,691177458ca810d09ba3,DEV_CORE-bbd878203a8a1d47,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270903,A,planned_not_executed,,
development,60,a40853f5f423d956bfb4,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,59e3e58fea2865bf44cc,DEV_CORE-fe20ddbb7c5ca2a9,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270904,A,planned_not_executed,,
development,60,bb0d22ccdec803d9326f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,03a00958ca75d327231a,DEV_CORE-b960d0182ef074cd,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270905,A,planned_not_executed,,
development,60,81bf3e95bb7262304ff3,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,30faeec19ba3354b5017,DEV_CORE-46c702fa92bfc051,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270901,A,planned_not_executed,,
development,60,073d5325bf189af16369,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,03c301017cbd8b212f07,DEV_CORE-78bb63060c1ef2f7,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270902,A,planned_not_executed,,
development,60,316aaa1e3b76f49e048d,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,691177458ca810d09ba3,DEV_CORE-980e5446f87d630b,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270903,A,planned_not_executed,,
development,60,a40853f5f423d956bfb4,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,59e3e58fea2865bf44cc,DEV_CORE-f7686aed98b08f4c,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270904,A,planned_not_executed,,
development,60,bb0d22ccdec803d9326f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_LST,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,03a00958ca75d327231a,DEV_CORE-5d22fbbab373992c,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270905,A,planned_not_executed,,
development,60,81bf3e95bb7262304ff3,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,30faeec19ba3354b5017,DEV_CORE-624651fb8fa3be7b,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270901,A,planned_not_executed,,
development,60,073d5325bf189af16369,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,03c301017cbd8b212f07,DEV_CORE-5bfaa2dece193262,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270902,A,planned_not_executed,,
development,60,316aaa1e3b76f49e048d,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,691177458ca810d09ba3,DEV_CORE-ca4ed120ea52a048,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270903,A,planned_not_executed,,
development,60,a40853f5f423d956bfb4,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,59e3e58fea2865bf44cc,DEV_CORE-d08497f9889ebb98,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270904,A,planned_not_executed,,
development,60,bb0d22ccdec803d9326f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_TX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,03a00958ca75d327231a,DEV_CORE-fcedef1f01c162f0,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270905,A,planned_not_executed,,
development,60,81bf3e95bb7262304ff3,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,30faeec19ba3354b5017,DEV_CORE-5dfca102f1463b1f,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270901,A,planned_not_executed,,
development,60,073d5325bf189af16369,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,03c301017cbd8b212f07,DEV_CORE-1c710eef758de7fb,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270902,A,planned_not_executed,,
development,60,316aaa1e3b76f49e048d,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,691177458ca810d09ba3,DEV_CORE-f572b894337e5e87,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270903,A,planned_not_executed,,
development,60,a40853f5f423d956bfb4,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,59e3e58fea2865bf44cc,DEV_CORE-5ef54ae1dc28b813,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270904,A,planned_not_executed,,
development,60,bb0d22ccdec803d9326f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FULL,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,03a00958ca75d327231a,DEV_CORE-9690c4088b99d981,SCRIPTED_V1,,,pending_implementation_and_freeze,S0,S0,20270905,A,planned_not_executed,,
development,0,f589f9f7ff763189064e,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,65d76fd214d2851a1ead,DEV_CORE-7892f78fef0b6518,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,S1,20270901,A,planned_not_executed,,
development,0,3d4b131a1c14378fe252,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,11ef2f7704db848f3027,DEV_CORE-6a43e2b4a45427c4,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,S1,20270902,A,planned_not_executed,,
development,0,93d8c9fdfcb84f6d0b66,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,dc8b2dcf918e2e68a989,DEV_CORE-05f6e1fc97febd3e,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,S1,20270903,A,planned_not_executed,,
development,0,11607bb72ca056cb6797,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,e546e6264cc526e40a68,DEV_CORE-b240e731a3144d43,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,S1,20270904,A,planned_not_executed,,
development,0,aede066d81eee258b88f,planning_only_formal_fixture_missing,,,not_materialized,pending_formal_freeze_v0.2,,DEV_CORE,,,,,X_FIX,ASYNC_EMULATED,c34caea7f89f77c820aba915db4bd8a03e093f57aa46edc51a769499df67ff2d,d63ad5b407ed8e03dfc9,DEV_CORE-902ed3e78950232f,SCRIPTED_V1,,,pending_implementation_and_freeze,S1,S1,20270905,A,planned_not_executed,,
